aX,aY,aZ,gX,gY,gZ
-0.284,1.713,0.090,3.052,4.028,-22.156
-0.221,1.607,0.016,-26.367,2.808,-27.527
-0.188,1.512,-0.031,-30.518,4.822,-32.410
-0.158,1.429,-0.067,-15.930,8.301,-33.630
-0.133,1.388,-0.114,-1.282,12.878,-28.625
-0.096,1.372,-0.172,5.676,16.663,-22.522
-0.062,1.350,-0.229,9.094,18.860,-21.362
-0.044,1.303,-0.262,14.404,19.897,-26.489
0.736,-0.194,0.265,131.165,16.174,-102.844
0.738,-0.208,0.275,128.479,19.470,-91.797
0.746,-0.239,0.250,123.230,24.719,-82.092
0.756,-0.271,0.212,115.540,28.564,-72.754
0.748,-0.297,0.177,104.248,29.358,-61.401
0.733,-0.315,0.162,91.248,25.818,-48.889
0.746,-0.327,0.174,79.285,17.761,-36.438
0.730,-0.324,0.222,69.824,7.935,-22.400
0.711,-0.291,0.282,61.951,0.854,-7.446
0.699,-0.215,0.327,57.251,-2.014,5.920
0.696,-0.158,0.360,56.519,-0.610,17.212
0.695,-0.125,0.373,56.152,6.165,24.231
0.691,-0.111,0.347,49.133,15.137,25.757
0.676,-0.124,0.275,36.560,23.499,25.085
0.667,-0.169,0.185,22.339,29.541,24.719
0.672,-0.216,0.120,7.324,29.175,27.222
0.659,-0.235,0.094,-8.423,21.790,35.034
0.658,-0.231,0.089,-23.254,13.123,47.668
0.637,-0.226,0.107,-36.255,5.798,60.669
0.631,-0.230,0.126,-47.546,1.282,71.228
0.617,-0.253,0.136,-58.716,-0.488,79.895
0.556,-0.308,0.142,-69.458,-0.549,87.036
0.604,-0.401,0.113,-80.933,1.160,92.957
0.565,-0.507,0.116,-91.675,0.671,101.318
0.500,-0.635,0.122,-104.309,-0.732,114.502
0.574,-0.785,0.116,-117.371,-2.747,129.395
0.500,-0.950,0.191,-129.333,-5.432,148.682
0.412,-1.188,0.280,-144.165,-2.991,170.227
0.450,-1.344,0.286,-167.297,6.653,192.810
0.258,-1.365,0.280,-191.528,28.381,230.347
-0.027,-1.265,0.170,-208.008,62.744,279.541
-0.250,-1.094,-0.085,-202.637,100.708,335.937
-0.505,-0.860,-0.356,-166.565,128.113,401.917
-0.752,-0.570,-0.528,-114.990,129.456,464.111
-0.880,-0.162,-0.536,-72.632,98.877,511.841
-1.128,0.419,-0.384,-44.983,38.696,558.777
-1.211,0.991,-0.151,-21.606,-24.353,597.717
-1.230,1.572,0.078,0.549,-59.082,608.032
-1.258,2.121,0.298,25.391,-67.749,585.266
-1.178,2.452,0.459,45.776,-59.326,536.438
-1.098,2.636,0.515,38.391,-38.147,464.661
-1.138,2.818,0.460,-3.967,-10.315,380.493
-1.186,2.953,0.320,-58.472,10.376,304.321
-1.174,3.037,0.124,-99.731,20.508,242.126
-1.114,3.016,0.001,-115.356,19.165,188.965
-1.022,2.930,0.012,-121.887,4.700,140.442
-0.953,2.873,0.137,-140.076,-14.954,100.342
-0.859,2.845,0.240,-161.926,-22.095,68.420
-0.839,2.780,0.344,-170.837,-17.761,38.940
-0.773,2.664,0.436,-166.687,-12.634,9.766
-0.685,2.524,0.547,-157.837,-5.127,-17.151
-0.613,2.414,0.661,-151.550,6.653,-38.391
-0.504,2.329,0.736,-147.034,24.963,-56.091
-0.426,2.235,0.668,-140.503,51.331,-75.745
-0.425,2.152,0.405,-129.700,91.553,-95.947
-0.414,2.033,0.076,-109.070,132.141,-116.150
-0.409,1.880,-0.155,-86.853,145.203,-136.292
-0.362,1.690,-0.275,-80.566,127.136,-150.208
-0.230,1.490,-0.308,-97.473,95.093,-158.752
-0.164,1.343,-0.291,-129.028,64.697,-162.781
-0.055,1.218,-0.244,-157.043,41.443,-169.250
-0.009,1.068,-0.187,-171.936,27.222,-174.500
0.019,0.924,-0.164,-177.063,24.841,-173.279
0.061,0.818,-0.155,-178.101,28.931,-166.443
0.076,0.765,-0.137,-176.208,32.288,-154.968
0.094,0.752,-0.136,-172.729,37.476,-141.052
0.097,0.763,-0.170,-170.532,49.500,-129.211
0.078,0.779,-0.238,-169.678,65.308,-122.620
0.001,0.758,-0.330,-168.091,80.933,-120.422
-0.059,0.698,-0.454,-164.612,94.177,-120.972
-0.057,0.626,-0.597,-158.142,98.083,-121.155
-0.081,0.552,-0.721,-148.987,91.492,-118.103
-0.087,0.507,-0.830,-139.648,80.627,-111.267
-0.064,0.487,-0.911,-131.409,64.514,-101.501
-0.058,0.467,-0.944,-123.291,44.250,-90.759
-0.052,0.462,-0.945,-120.422,27.893,-83.008
-0.035,0.456,-0.930,-124.146,14.038,-77.698
-0.034,0.457,-0.905,-131.348,3.052,-74.890
-0.025,0.448,-0.870,-136.475,-4.089,-74.219
-0.031,0.424,-0.805,-136.719,-10.681,-76.904
-0.062,0.410,-0.737,-133.545,-16.846,-78.735
-0.039,0.387,-0.698,-130.737,-20.142,-78.857
-0.020,0.334,-0.675,-127.991,-21.667,-81.543
0.003,0.252,-0.665,-122.742,-22.766,-87.463
0.019,0.141,-0.650,-112.366,-23.682,-94.666
0.027,0.028,-0.637,-99.365,-23.743,-98.999
0.033,-0.078,-0.637,-85.083,-23.010,-97.717
0.035,-0.152,-0.642,-70.740,-21.240,-90.454
0.062,-0.191,-0.651,-57.434,-22.705,-79.102
0.083,-0.234,-0.633,-46.570,-27.161,-65.857
0.093,-0.252,-0.610,-42.908,-30.151,-52.002
0.065,-0.243,-0.572,-45.776,-32.776,-39.063
0.104,-0.220,-0.550,-48.706,-31.433,-27.100
0.121,-0.193,-0.563,-47.180,-27.832,-17.822
0.091,-0.191,-0.575,-38.269,-28.198,-13.184
0.129,-0.236,-0.582,-26.062,-26.367,-11.047
0.162,-0.286,-0.596,-17.761,-23.743,-8.179
0.186,-0.361,-0.619,-14.893,-25.696,-4.333
0.219,-0.455,-0.621,-15.381,-29.419,0.549
0.202,-0.560,-0.631,-21.301,-31.006,7.446
0.248,-0.651,-0.696,-30.945,-30.701,18.982
0.198,-0.782,-0.751,-38.879,-32.288,33.386
0.244,-0.987,-0.847,-43.213,-30.823,49.438
0.324,-1.217,-0.941,-48.157,-34.729,65.796
0.262,-1.491,-0.928,-46.448,-44.739,85.815
0.287,-1.785,-0.876,-31.860,-56.824,112.671
0.115,-1.971,-0.752,-4.211,-65.430,154.114
-0.203,-2.026,-0.624,34.851,-55.786,217.529
-0.478,-1.924,-0.562,81.604,-36.438,302.368
-0.838,-1.525,-0.515,133.789,-28.503,408.203
-1.119,-0.971,-0.420,189.514,-36.255,514.343
-1.443,-0.304,-0.229,228.638,-50.903,588.806
-1.698,0.479,-0.036,240.723,-65.125,635.864
-1.913,1.310,0.154,239.929,-81.604,675.354
-2.204,2.144,0.325,236.755,-92.773,702.698
-2.283,2.882,0.377,218.079,-88.196,705.200
-2.024,3.518,0.254,174.927,-66.467,655.518
-2.109,3.843,0.225,133.728,-58.594,565.857
-1.909,3.999,0.182,103.638,-57.861,443.298
0.500,-0.950,0.191,-129.333,-5.432,148.682
0.412,-1.188,0.280,-144.165,-2.991,170.227
0.450,-1.344,0.286,-167.297,6.653,192.810
0.258,-1.365,0.280,-191.528,28.381,230.347
-0.027,-1.265,0.170,-208.008,62.744,279.541
-0.250,-1.094,-0.085,-202.637,100.708,335.937
-0.505,-0.860,-0.356,-166.565,128.113,401.917
-0.752,-0.570,-0.528,-114.990,129.456,464.111
-0.880,-0.162,-0.536,-72.632,98.877,511.841
-1.128,0.419,-0.384,-44.983,38.696,558.777
-1.211,0.991,-0.151,-21.606,-24.353,597.717
-1.230,1.572,0.078,0.549,-59.082,608.032
-1.258,2.121,0.298,25.391,-67.749,585.266
-1.178,2.452,0.459,45.776,-59.326,536.438
0.406,-0.163,-0.483,-51.086,13.123,-69.580
0.390,-0.175,-0.542,-58.411,24.170,-57.861
0.375,-0.185,-0.611,-63.293,32.349,-47.363
0.355,-0.200,-0.666,-62.683,35.461,-37.537
0.324,-0.212,-0.706,-59.326,34.424,-27.710
0.302,-0.243,-0.740,-55.176,31.494,-17.761
0.292,-0.291,-0.757,-51.086,25.024,-8.179
0.302,-0.353,-0.751,-47.913,15.015,2.014
0.283,-0.399,-0.733,-47.363,6.775,13.855
0.278,-0.445,-0.730,-45.654,3.601,27.649
0.259,-0.496,-0.724,-40.649,1.526,41.626
0.217,-0.545,-0.739,-33.813,0.732,57.251
0.133,-0.616,-0.786,-27.954,0.854,75.378
0.074,-0.744,-0.878,-24.048,-1.038,94.421
0.133,-0.921,-1.025,-24.963,-9.216,112.915
0.212,-1.137,-1.144,-24.536,-26.367,133.911
0.093,-1.339,-1.206,-15.686,-46.021,158.447
-0.016,-1.510,-1.265,6.226,-55.054,191.772
-0.240,-1.562,-1.264,41.870,-65.063,240.967
-0.628,-1.483,-1.208,86.426,-82.642,309.082
-0.994,-1.271,-1.059,132.996,-107.483,386.658
-1.203,-0.853,-0.799,177.612,-150.940,463.806
-1.509,-0.256,-0.337,214.294,-210.388,539.246
-1.672,0.430,0.134,236.572,-252.625,598.083
-1.684,1.215,0.508,249.084,-266.724,636.719
-1.761,1.946,0.844,264.465,-263.184,660.828
-1.749,2.450,1.068,270.081,-229.248,662.537
-1.552,2.684,1.004,241.943,-157.654,629.028
-1.523,2.840,0.869,194.031,-82.947,551.025
-1.455,2.919,0.676,155.273,-26.306,430.725
-1.497,2.924,0.582,134.766,-13.306,315.430
-1.347,2.931,0.517,111.267,-26.367,230.774
-1.230,2.907,0.524,78.735,-40.466,174.500
-1.030,2.846,0.507,42.908,-40.283,127.197
-0.857,2.653,0.498,13.306,-31.067,74.219
-0.775,2.393,0.432,-9.949,-14.709,19.348
-0.716,2.115,0.294,-26.794,10.010,-25.879
-0.606,1.852,0.177,-31.677,37.964,-59.326
-0.470,1.619,0.064,-29.907,60.608,-81.665
-0.397,1.423,-0.053,-26.550,67.871,-92.224
-0.329,1.232,-0.175,-22.644,62.866,-95.154
-0.255,1.085,-0.299,-18.311,53.040,-91.858
-0.203,0.991,-0.387,-12.024,38.513,-84.595
-0.143,0.920,-0.408,-1.465,19.226,-74.890
-0.109,0.861,-0.356,8.972,-0.854,-61.401
-0.043,0.864,-0.278,14.465,-14.587,-44.861
-0.023,0.887,-0.212,18.005,-17.822,-29.846
0.000,0.892,-0.164,23.010,-14.038,-21.057
-0.006,0.890,-0.143,27.466,-6.714,-18.555
-0.023,0.890,-0.145,29.846,0.488,-15.747
-0.032,0.906,-0.148,32.715,5.615,-10.315
-0.054,0.921,-0.136,36.682,8.850,-5.310
-0.062,0.924,-0.109,39.795,10.864,-2.380
-0.045,0.919,-0.079,38.513,12.695,-1.099
-0.073,0.907,-0.043,33.569,15.747,-0.183
-0.099,0.891,-0.017,28.809,19.775,0.732
-0.118,0.850,0.014,27.710,24.475,0.366
-0.089,0.798,0.055,28.442,29.724,0.122
-0.100,0.767,0.089,28.870,35.156,3.723
-0.149,0.803,0.050,29.663,45.654,10.986
-0.191,0.869,-0.050,37.903,64.697,21.729
-0.228,0.943,-0.178,55.054,79.956,31.555
-0.255,1.016,-0.298,72.205,81.299,37.476
-0.280,1.086,-0.363,81.909,67.322,38.696
-0.295,1.134,-0.376,77.698,45.349,36.560
-0.285,1.159,-0.350,56.396,20.081,31.189
-0.292,1.166,-0.297,22.583,-2.869,22.461
-0.284,1.158,-0.247,-14.221,-18.982,11.169
-0.274,1.131,-0.195,-41.626,-29.602,-0.488
-0.269,1.082,-0.131,-49.622,-35.767,-10.010
-0.266,1.015,-0.057,-38.879,-37.964,-15.808
-0.248,0.957,0.012,-20.752,-36.072,-16.296
-0.247,0.943,0.055,-4.456,-27.832,-11.536
-0.247,0.974,0.056,7.568,-14.648,-4.395
-0.254,1.025,0.009,15.869,-1.160,1.648
-0.262,1.070,-0.070,21.240,10.742,2.380
-0.264,1.079,-0.143,24.658,17.822,-1.404
-0.262,1.055,-0.185,23.437,17.456,-6.897
-0.254,1.019,-0.196,16.602,12.085,-10.986
-0.264,1.003,-0.205,6.226,6.104,-12.512
-0.263,1.014,-0.235,-0.610,2.747,-11.841
-0.248,1.014,-0.250,0.183,-1.099,-11.658
-0.234,0.996,-0.217,6.165,-7.202,-12.268
-0.217,0.970,-0.155,8.972,-13.550,-13.000
-0.211,0.954,-0.104,6.348,-15.137,-11.902
-0.203,0.948,-0.084,3.052,-11.902,-10.315
-0.203,0.954,-0.085,3.784,-6.836,-8.240
-0.212,0.966,-0.090,8.789,-2.197,-5.798
-0.213,0.986,-0.101,15.564,2.075,-1.831
-0.209,1.009,-0.102,19.775,3.967,0.671
-0.207,1.020,-0.093,21.118,3.845,1.099
-0.205,1.026,-0.083,19.287,3.845,0.122
-0.217,1.046,-0.088,15.991,5.920,-1.160
-0.235,1.079,-0.108,15.320,8.118,-1.709
-0.243,1.113,-0.132,19.592,8.972,-1.465
-0.244,1.124,-0.138,24.719,7.019,-2.991
-0.250,1.111,-0.132,24.414,3.235,-6.348
-0.244,1.094,-0.127,16.663,-0.488,-10.559
-0.237,1.083,-0.120,5.981,-3.723,-13.367
-0.234,1.075,-0.105,-1.770,-7.019,-14.832
-0.232,1.078,-0.079,-2.625,-9.094,-14.465
-0.236,1.095,-0.047,1.709,-10.132,-13.672
-0.242,1.126,-0.016,9.521,-9.399,-12.146
-0.244,1.170,-0.002,17.639,-6.958,-11.292
-0.241,1.200,0.001,25.574,-3.479,-13.123
0.058,0.749,-0.177,-92.834,-29.419,-144.836
0.090,0.663,-0.191,-98.083,-25.146,-140.991
0.104,0.602,-0.230,-104.248,-18.127,-135.742
0.122,0.523,-0.291,-108.887,-9.338,-130.981
0.130,0.440,-0.352,-113.098,-4.211,-128.784
0.141,0.355,-0.407,-117.249,-2.014,-125.366
0.147,0.290,-0.456,-120.361,-2.014,-116.943
0.135,0.230,-0.493,-122.009,-4.089,-105.774
0.140,0.196,-0.516,-121.887,-6.409,-94.604
0.161,0.178,-0.526,-119.629,-10.925,-83.313
0.176,0.160,-0.524,-117.310,-15.747,-70.862
0.167,0.142,-0.535,-119.629,-15.442,-61.096
0.157,0.110,-0.567,-124.451,-10.315,-55.664
0.163,0.057,-0.610,-128.723,-5.615,-54.077
0.159,-0.010,-0.652,-131.042,-3.906,-51.208
0.144,-0.088,-0.706,-133.179,-3.113,-45.776
0.131,-0.170,-0.777,-135.254,-1.221,-38.452
0.123,-0.244,-0.837,-135.986,-1.343,-29.663
0.093,-0.311,-0.876,-133.240,-5.798,-17.395
0.052,-0.382,-0.900,-127.380,-12.390,-4.456
0.060,-0.472,-0.917,-117.126,-20.142,7.812
0.052,-0.577,-0.933,-104.675,-30.640,20.020
0.030,-0.692,-0.971,-89.783,-40.771,32.043
0.058,-0.854,-1.031,-70.435,-49.194,42.542
0.074,-1.023,-1.074,-45.715,-59.143,57.922
0.013,-1.190,-1.068,-15.808,-71.777,78.674
0.038,-1.329,-1.057,17.456,-82.825,105.774
0.030,-1.422,-0.987,53.650,-95.703,142.151
-0.063,-1.452,-0.881,88.989,-104.004,185.852
-0.200,-1.391,-0.767,117.065,-103.149,233.459
-0.393,-1.127,-0.645,137.695,-102.661,284.485
-0.548,-0.749,-0.546,157.898,-109.192,340.027
-0.632,-0.313,-0.457,174.622,-117.798,387.695
-0.704,0.146,-0.340,176.758,-124.512,417.175
-0.777,0.619,-0.188,166.138,-130.371,428.955
-0.839,1.069,-0.020,153.320,-132.629,428.345
-0.895,1.481,0.123,144.836,-126.953,419.006
-0.963,1.879,0.253,138.733,-111.267,401.245
-1.031,2.285,0.353,132.690,-90.515,376.587
-1.065,2.672,0.397,125.916,-74.463,347.656
-0.960,2.952,0.350,115.723,-60.242,310.791
-0.911,3.085,0.263,97.534,-44.739,259.827
-0.666,3.147,0.010,76.172,-19.287,187.988
-0.579,2.849,-0.111,68.115,-10.559,100.098
-0.466,2.423,-0.125,57.556,-13.977,27.832
-0.387,2.109,-0.165,35.461,-7.996,-5.371
-0.297,1.872,-0.266,24.475,0.916,-15.564
-0.250,1.651,-0.313,33.752,-5.432,-17.456
-0.197,1.524,-0.297,42.053,-18.494,-10.254
-0.140,1.493,-0.245,38.635,-28.381,-0.244
-0.088,1.507,-0.197,31.860,-32.166,4.578
-0.074,1.499,-0.174,31.494,-31.250,0.610
-0.044,1.448,-0.174,37.170,-24.475,-6.226
-0.001,1.396,-0.211,39.063,-14.832,-13.550
0.028,1.325,-0.244,37.964,-7.690,-21.912
0.059,1.238,-0.261,37.537,-3.235,-30.334
0.086,1.153,-0.267,38.757,0.977,-37.598
0.096,1.076,-0.265,43.518,5.310,-42.786
0.084,1.015,-0.286,52.002,10.925,-45.227
0.108,0.938,-0.321,61.523,17.761,-44.983
0.101,0.888,-0.350,63.965,20.203,-42.358
0.098,0.858,-0.360,59.570,16.663,-37.903
0.092,0.838,-0.334,55.786,9.949,-32.410
0.093,0.825,-0.288,53.833,4.028,-26.489
0.075,0.836,-0.238,53.406,1.587,-20.691
0.038,0.876,-0.205,54.688,2.136,-14.954
0.023,0.930,-0.198,57.922,4.883,-9.216
0.014,0.989,-0.195,58.533,6.775,-5.127
0.017,1.030,-0.203,51.086,7.324,-4.517
0.022,1.038,-0.219,37.903,7.507,-8.545
0.031,1.006,-0.235,23.376,6.531,-16.724
0.036,0.953,-0.247,10.559,4.150,-24.170
0.044,0.892,-0.259,1.221,2.258,-26.733
0.050,0.836,-0.262,-6.165,0.732,-24.963
0.060,0.807,-0.269,-13.367,-0.977,-20.935
0.067,0.794,-0.275,-16.357,-2.686,-15.198
0.072,0.788,-0.269,-13.550,-4.150,-9.216
0.067,0.793,-0.252,-6.653,-4.944,-3.357
0.039,0.844,-0.238,1.770,-3.906,2.930
0.024,0.905,-0.232,11.597,-1.526,10.010
0.017,0.960,-0.233,19.470,0.732,14.160
0.010,0.997,-0.239,23.376,2.380,12.817
-0.011,1.023,-0.240,22.217,4.211,8.911
-0.020,1.035,-0.243,18.066,4.456,4.761
-0.025,1.033,-0.253,13.977,3.784,0.671
-0.018,1.005,-0.269,11.780,4.028,-3.052
-0.019,0.962,-0.272,9.033,4.089,-6.042
-0.014,0.931,-0.275,4.272,2.869,-6.653
-0.022,0.922,-0.277,0.427,1.831,-4.822
-0.030,0.939,-0.278,1.648,0.671,-1.831
-0.030,0.961,-0.276,7.507,-0.916,1.831
-0.025,0.979,-0.272,14.038,-1.343,4.700
-0.023,1.000,-0.274,15.991,-1.038,5.127
-0.032,1.016,-0.281,14.343,0.061,3.540
-0.032,1.026,-0.286,13.000,0.061,1.587
-0.040,1.012,-0.272,12.817,-0.793,0.122
-0.029,1.010,-0.276,11.780,-1.587,-0.854
-0.027,1.007,-0.273,11.353,-1.648,-1.770
-0.017,1.000,-0.273,11.169,-2.197,-2.869
-0.012,0.990,-0.264,10.559,-2.625,-3.479
-0.008,0.972,-0.255,9.705,-3.113,-3.845
-0.005,0.966,-0.251,8.667,-2.869,-3.784
-0.007,0.972,-0.260,7.385,-2.258,-2.747
-0.005,0.981,-0.269,7.568,-1.282,-0.977
-0.006,0.981,-0.270,7.812,-1.770,-0.732
-0.007,0.981,-0.261,7.507,-3.113,-1.038
-0.005,0.986,-0.253,6.897,-4.089,-0.488
-0.002,0.993,-0.248,7.446,-4.211,0.671
-0.001,0.990,-0.244,8.911,-3.723,0.122
0.002,0.978,-0.251,11.719,-2.441,-0.244
0.012,0.960,-0.260,13.306,-1.343,-0.122
0.009,0.948,-0.257,12.512,-1.648,0.610
0.003,0.954,-0.246,9.949,-3.113,2.197
0.001,0.978,-0.231,9.277,-4.578,4.822
0.001,0.998,-0.221,10.681,-5.127,7.141
-0.000,1.021,-0.221,11.963,-3.906,7.996
-0.002,1.040,-0.229,10.864,-2.686,7.141
-0.005,1.049,-0.231,9.338,-2.686,5.310
-0.005,1.057,-0.237,7.996,-3.296,2.991
-0.024,1.115,0.296,-143.738,9.460,-145.325
0.007,1.013,0.277,-163.147,10.803,-154.724
0.027,0.913,0.262,-181.274,12.573,-160.583
0.048,0.842,0.232,-198.792,15.991,-162.720
0.085,0.794,0.180,-210.999,14.587,-161.682
0.124,0.739,0.134,-213.196,7.935,-160.950
0.103,0.682,0.135,-207.764,-4.456,-155.884
0.092,0.628,0.162,-203.369,-14.160,-144.226
0.118,0.618,0.190,-206.970,-11.230,-129.333
0.153,0.652,0.179,-215.515,1.892,-116.211
0.192,0.663,0.122,-220.276,17.639,-109.253
0.201,0.651,0.046,-217.651,32.593,-110.046
0.214,0.601,-0.042,-208.801,44.739,-112.793
0.229,0.535,-0.141,-198.059,55.176,-114.563
0.199,0.465,-0.227,-187.927,63.660,-115.723
0.142,0.396,-0.311,-178.833,69.885,-115.051
0.175,0.336,-0.409,-171.814,73.059,-111.023
0.189,0.302,-0.473,-164.917,68.237,-102.844
0.177,0.297,-0.500,-156.616,55.664,-91.370
0.183,0.299,-0.503,-146.484,41.504,-78.369
0.197,0.290,-0.501,-137.390,31.006,-68.176
0.201,0.266,-0.491,-131.836,27.954,-63.477
0.195,0.218,-0.484,-130.310,29.785,-62.317
0.186,0.143,-0.475,-132.141,33.020,-61.523
0.150,0.066,-0.487,-138.367,37.720,-58.044
0.163,-0.020,-0.524,-145.752,43.701,-50.659
0.166,-0.096,-0.554,-151.062,45.654,-40.649
0.179,-0.184,-0.573,-151.123,44.739,-28.992
0.170,-0.260,-0.587,-147.095,45.471,-16.418
0.143,-0.311,-0.651,-139.832,51.086,-2.319
0.104,-0.357,-0.772,-127.258,64.453,15.320
0.063,-0.401,-0.926,-109.497,78.735,34.546
0.007,-0.447,-1.073,-92.285,82.458,53.711
-0.045,-0.495,-1.223,-79.224,72.510,75.256
-0.121,-0.610,-1.361,-72.327,54.077,99.121
-0.164,-0.738,-1.536,-76.660,31.250,122.498
-0.220,-0.884,-1.809,-89.172,7.141,147.217
-0.212,-1.101,-2.125,-90.149,-19.775,173.096
-0.353,-1.320,-2.259,-65.186,-62.866,197.449
-0.763,-1.395,-2.185,-17.334,-119.812,225.159
-1.077,-1.402,-1.946,47.791,-186.401,269.714
-1.428,-1.250,-1.460,124.146,-278.442,345.581
-1.788,-0.804,-0.742,196.533,-377.319,443.909
-2.019,-0.091,-0.038,252.930,-452.026,526.611
-2.040,0.711,0.562,295.654,-499.756,588.196
-1.900,1.321,1.142,320.435,-502.808,627.869
-1.651,1.745,1.576,299.500,-436.462,631.165
-1.550,2.323,1.701,234.436,-317.444,594.177
-1.460,2.864,1.549,181.641,-198.975,531.067
-1.469,3.149,1.365,172.913,-114.502,458.008
-1.270,3.350,1.129,179.199,-58.044,377.258
-1.117,3.342,0.927,183.167,-27.100,284.363
-0.934,3.126,0.783,178.589,-14.282,179.321
-0.767,2.737,0.743,164.246,-10.864,78.247
-0.620,2.375,0.726,148.865,-2.686,4.395
-0.492,2.029,0.521,148.071,22.400,-47.791
-0.432,1.566,0.377,157.715,26.306,-66.345
-0.295,1.312,0.236,132.874,22.095,-52.734
-0.216,1.292,0.085,77.637,22.400,-30.396
-0.167,1.348,0.002,29.175,15.442,-19.470
-0.158,1.317,0.010,2.319,-1.038,-24.109
-0.139,1.286,0.010,-8.667,-13.245,-29.846
-0.124,1.214,0.061,-7.751,-25.208,-32.471
-0.097,1.171,0.097,-1.404,-30.823,-29.358
-0.079,1.163,0.131,10.315,-30.212,-24.658
-0.062,1.157,0.156,26.733,-25.757,-20.813
-0.030,1.166,0.152,40.588,-18.555,-18.188
-0.014,1.175,0.143,51.697,-11.292,-16.602
-0.002,1.187,0.139,59.753,-6.653,-17.212
-0.030,1.187,0.137,65.918,-2.197,-17.517
0.000,1.180,0.137,72.449,4.028,-19.653
-0.027,1.150,0.166,77.087,8.362,-23.682
-0.021,1.126,0.188,74.463,11.841,-27.405
-0.039,1.132,0.198,69.214,16.663,-29.541
-0.059,1.151,0.200,68.054,22.278,-29.480
-0.069,1.158,0.195,72.205,28.137,-29.602
-0.058,1.147,0.186,77.576,33.203,-32.532
-0.042,1.125,0.173,79.529,36.621,-37.048
-0.031,1.095,0.159,76.721,37.842,-42.908
-0.027,1.056,0.151,71.716,37.415,-48.340
-0.032,1.015,0.140,66.528,36.682,-51.697
-0.004,0.983,0.126,62.012,35.034,-52.673
0.011,0.970,0.118,59.937,31.860,-51.453
0.017,0.970,0.114,61.523,27.283,-49.744
0.026,0.964,0.119,66.101,21.851,-48.401
0.039,0.960,0.137,71.594,18.738,-47.546
0.045,0.945,0.155,75.378,17.456,-46.753
0.054,0.927,0.169,75.928,17.639,-47.607
0.069,0.893,0.178,74.829,19.958,-49.011
0.069,0.861,0.197,73.120,21.606,-50.354
0.074,0.829,0.208,68.970,23.682,-49.316
0.084,0.799,0.208,61.829,28.137,-45.288
0.080,0.781,0.206,53.467,32.166,-40.344
0.079,0.781,0.201,45.776,34.241,-36.255
0.066,0.796,0.199,41.931,33.997,-31.738
0.066,0.810,0.189,42.847,33.020,-25.879
0.072,0.825,0.181,46.997,32.227,-20.081
0.077,0.844,0.180,52.185,30.640,-15.747
0.076,0.874,0.188,57.495,27.710,-11.963
0.071,0.900,0.207,61.829,23.987,-9.216
0.086,0.916,0.223,65.186,20.447,-8.667
0.098,0.916,0.243,67.627,18.311,-10.376
0.115,0.894,0.262,69.702,17.151,-14.282
0.125,0.862,0.282,70.251,16.724,-19.714
0.129,0.834,0.301,70.007,17.578,-23.621
0.129,0.823,0.315,68.359,18.127,-24.841
0.141,0.818,0.322,67.749,18.555,-22.461
0.165,0.833,0.326,69.153,19.470,-18.799
0.180,0.842,0.348,73.792,21.362,-15.869
0.182,0.838,0.375,79.590,24.231,-16.296
0.180,0.835,0.395,84.290,27.893,-17.029
0.192,0.827,0.398,87.219,31.555,-16.602
0.218,0.818,0.401,91.492,34.302,-14.587
0.233,0.801,0.410,98.022,34.912,-12.573
0.226,0.788,0.427,106.873,35.706,-10.559
0.259,0.794,0.415,117.004,36.194,-9.155
0.280,0.806,0.411,132.263,36.743,-6.653
0.322,0.809,0.403,153.381,39.978,-4.578
0.389,0.870,0.371,180.054,45.471,-3.662